Year,Month,Exports (INR Crores),Exports (USD Millions),Exports Oil (INR Crores),Exports Oil (USD Millions),Exports Non-oil (INR Crores),Exports Non-oil (USD Millions),Imports (INR Crores),Imports (USD Millions),Imports Oil (INR Crores),Imports Oil (USD Millions),Imports Non-oil (INR Crores),Imports Non-oil (USD Millions),Trade Balance (INR Crores),Trade Balance (USD Millions),Trade Balance Oil (INR Crores),Trade Balance Oil (USD Millions),Trade Balance Non-oil (INR Crores),Trade Balance Non-oil (USD Millions)
2013.0,July,154430,25835.1,33788.0,5652.5,120642.0,20182.6,229098,38326.4,76104.0,12731.7,152994.0,25594.8,-74668,-12491.4,-42316.0,-7079.2,-32352.0,-5412.2
2013.0,June,140144,23998.4,25925.0,4439.5,114219.0,19558.9,206168,35304.4,70258.0,12031.1,135909.0,23273.2,-66024,-11305.9,-44333.0,-7591.6,-21691.0,-3714.3
2013.0,May,137103,24922.9,25513.0,4637.8,111590.0,20285.1,241977,43987.1,77643.0,14114.2,164333.0,29872.9,-104873,-19064.2,-52130.0,-9476.3,-52743.0,-9587.8
2013.0,April,133354,24524.5,27858.0,5123.3,105496.0,19401.3,226079,41577.1,69727.0,12823.2,156352.0,28754.0,-92725,-17052.6,-41869.0,-7699.9,-50856.0,-9352.7
2013.0,March,166159,30541.4,29798.0,5477.2,136361.0,25064.2,222775,40947.8,72947.0,13408.2,149828.0,27539.6,-56615,-10406.4,-43149.0,-7931.1,-13467.0,-2475.3
2013.0,February,143408,26668.8,29460.0,5478.6,113948.0,21190.2,219354,40792.0,76005.0,14134.2,143348.0,26657.7,-75946,-14123.2,-46545.0,-8655.7,-29401.0,-5467.5
2013.0,January,140003,25775.2,27975.0,5150.3,112028.0,20624.9,243093,44754.7,79662.0,14666.2,163431.0,30088.5,-103091,-18979.5,-51687.0,-9515.9,-51403.0,-9463.6
2012.0,December,139120,25457.5,31355.0,5737.7,107765.0,19719.9,235262,43050.6,75171.0,13755.6,160091.0,29295.0,-96142,-17593.0,-43816.0,-8017.9,-52326.0,-9575.1
2012.0,November,127359,23250.9,29488.0,5383.4,97871.0,17867.5,221590,40454.0,71795.0,13107.0,149795.0,27347.0,-94231,-17203.1,-42307.0,-7723.6,-51924.0,-9479.4
2012.0,October,127432,24032.9,32644.0,6156.5,94787.0,17876.4,234598,44243.8,79311.0,14957.7,155286.0,29286.1,-107166,-20210.9,-46667.0,-8801.1,-60499.0,-11409.7
2012.0,September,135979,24902.0,29855.0,5467.3,106124.0,19434.7,229624,42051.4,76609.0,14029.5,153015.0,28021.9,-93645,-17149.4,-46754.0,-8562.2,-46891.0,-8587.2
2012.0,August,128535,23134.5,25536.0,4596.1,102999.0,18538.4,207278,37307.3,71148.0,12805.7,136130.0,24501.6,-78744,-14172.8,-45613.0,-8209.6,-33131.0,-5963.2
2012.0,July,128192,23099.9,22999.0,4144.3,105193.0,18955.6,225417,40619.4,76677.0,13816.9,148740.0,26802.6,-97224,-17519.6,-53678.0,-9672.6,-43547.0,-7847.0
2012.0,June,139651,24924.3,23431.0,4181.8,116220.0,20742.4,202590,36157.4,62911.0,11228.0,139680.0,24929.4,-62939,-11233.1,-39480.0,-7046.2,-23460.0,-4187.0
2012.0,May,135211,24821.4,23937.0,4394.2,111274.0,20427.3,229809,42187.3,79411.0,14577.9,150398.0,27609.4,-94598,-17365.9,-55475.0,-10183.8,-39124.0,-7182.1
2012.0,April,123271,23791.9,24313.0,4692.5,98958.0,19099.4,197772,38171.0,70224.0,13553.5,127549.0,24617.5,-74502,-14379.2,-45911.0,-8861.0,-28591.0,-5518.1
2012.0,March,145123,28839.4,26656.0,5297.2,118467.0,23542.1,213265,42380.7,80375.0,15972.4,132890.0,26408.3,-68142,-13541.3,-53719.0,-10675.2,-14423.0,-2866.2
2012.0,February,123874,25194.4,19241.0,3913.5,104632.0,21280.9,197251,40118.5,64512.0,13121.0,132739.0,26997.5,-73378,-14924.1,-45271.0,-9207.5,-28107.0,-5716.6
2012.0,January,130294,25379.1,23114.0,4502.1,107180.0,20876.9,220515,42952.5,76348.0,14871.2,144167.0,28081.2,-90221,-17573.4,-53234.0,-10369.1,-36986.0,-7204.3
2011.0,December,133619,25365.7,23317.0,4426.3,110302.0,20939.3,210940,40044.1,61520.0,11678.7,149420.0,28365.3,-77321,-14678.4,-38203.0,-7252.4,-39118.0,-7426.0
2011.0,November,118341,23269.7,21963.0,4318.6,96378.0,18951.1,198861,39102.5,63248.0,12436.5,135613.0,26665.9,-80520,-15832.8,-41285.0,-8117.9,-39235.0,-7714.8
2011.0,October,116406,23632.0,21096.0,4282.8,95310.0,19349.2,202820,41175.1,55338.0,11234.3,147482.0,29940.7,-86413,-17543.0,-34242.0,-6951.5,-52172.0,-10591.5
2011.0,September,126520,26561.2,23192.0,4868.9,103328.0,21692.3,189372,39756.1,51347.0,10779.6,138025.0,28976.5,-62852,-13194.9,-28154.0,-5910.6,-34697.0,-7284.2
2011.0,August,112148,24768.4,19865.0,4387.3,92283.0,20381.1,181046,39984.7,56624.0,12505.7,124421.0,27479.0,-68898,-15216.3,-36759.0,-8118.5,-32138.0,-7097.9
2011.0,July,117380,26426.5,20723.0,4665.5,96657.0,21761.0,182582,41105.9,57490.0,12943.0,125092.0,28162.9,-65202,-14679.3,-36766.0,-8277.5,-28435.0,-6401.9
2011.0,June,119024,26536.1,22186.0,4946.2,96838.0,21589.9,183225,40849.5,59552.0,13277.0,123672.0,27572.5,-64200,-14313.3,-37366.0,-8330.8,-26834.0,-5982.6
2011.0,May,119095,26521.9,23840.0,5309.1,95255.0,21212.8,203212,45254.2,59023.0,13144.0,144189.0,32110.2,-84117,-18732.3,-35182.0,-7834.9,-48934.0,-10897.4
2011.0,April,104134,23469.5,22721.0,5120.9,81413.0,18348.7,162376,36595.9,57699.0,13004.0,104677.0,23591.8,-58242,-13126.3,-34978.0,-7883.2,-23264.0,-5243.2
2011.0,March,136857,30418.5,,,,,154172,34267.0,,,,,-17315,-3848.5,,,,
2011.0,February,105609,23243.5,,,,,149817,32973.4,,,,,-44209,-9729.9,,,,
2011.0,January,103006,22691.8,,,,,151403,33353.6,,,,,-48398,-10661.8,,,,
2010.0,December,105438,23349.4,,,,,142294,31511.1,,,,,-36856,-8161.7,,,,
2010.0,November,101629,22575.0,,,,,129843,28842.3,,,,,-28214,-6267.3,,,,
2010.0,October,84739,19080.8,,,,,144165,32461.7,,,,,-59426,-13380.9,,,,
2010.0,September,87444,18984.2,,,,,135936,29511.8,,,,,-48492,-10527.6,,,,
2010.0,August,82660,17750.4,,,,,126235,27107.7,,,,,-43575,-9357.2,,,,
2010.0,July,79410,16954.5,,,,,138966,29669.9,,,,,-59556,-12715.4,,,,
2010.0,June,96240,20667.1,,,,,133408,28648.6,,,,,-37168,-7981.6,,,,
2010.0,May,79171,17282.0,,,,,136276,29747.1,,,,,-57105,-12465.2,,,,
2010.0,April,80718,18139.1,,,,,140952,31674.9,,,,,-60234,-13535.8,,,,
2010.0,March,92149,20254.1,,,,,134792,29626.9,,,,,-42643,-9372.8,,,,
2010.0,February,73002,15757.7,,,,,121212,26163.8,,,,,-48209,-10406.1,,,,
2010.0,January,71500,15557.1,,,,,116127,25267.0,,,,,-44627,-9709.9,,,,
2009.0,December,76907,16493.5,,,,,131733,28251.4,,,,,-54826,-11758.0,,,,
2009.0,November,69538,14932.7,,,,,116402,24996.5,,,,,-46864,-10063.8,,,,
2009.0,October,69175,14806.0,,,,,121175,25935.8,,,,,-52000,-11129.8,,,,
2009.0,September,70838,14624.2,,,,,104275,21527.2,,,,,-33437,-6903.0,,,,
2009.0,August,65670,13586.3,,,,,108506,22448.7,,,,,-42836,-8862.3,,,,
2009.0,July,69524,14341.3,,,,,105312,21723.5,,,,,-35788,-7382.2,,,,
2009.0,June,64999,13606.3,,,,,110137,23055.0,,,,,-45138,-9448.7,,,,
2009.0,May,59776,12316.5,,,,,97243,20036.4,,,,,-37467,-7719.9,,,,
2009.0,April,62456,12475.7,,,,,96823,19340.7,,,,,-34368,-6865.0,,,,
2009.0,March,66169,12916.3,,,,,85022,16596.6,,,,,-18854,-3680.3,,,,
2009.0,February,58822,11940.9,,,,,74198,15062.2,,,,,-15376,-3121.3,,,,
2009.0,January,62844,12869.0,,,,,89015,18228.2,,,,,-26171,-5359.1,,,,
2008.0,December,65016,13368.2,,,,,94625,19456.3,,,,,-29609,-6088.1,,,,
2008.0,November,54699,11163.3,,,,,115091,23488.2,,,,,-60391,-12324.9,,,,
2008.0,October,68754,14130.8,,,,,125868,25869.3,,,,,-57114,-11738.4,,,,
2008.0,September,71941,15789.1,,,,,141865,31135.7,,,,,-69925,-15346.6,,,,
2008.0,August,76254,17759.3,,,,,143940,33523.2,,,,,-67686,-15763.9,,,,
2008.0,July,81523,19030.4,,,,,135477,31625.5,,,,,-53955,-12595.0,,,,
2008.0,June,82133,19180.9,,,,,123967,28950.6,,,,,-41834,-9769.7,,,,
2008.0,May,78717,18686.6,,,,,124031,29443.6,,,,,-45314,-10757.0,,,,
2008.0,April,73883,18460.4,,,,,121335,30316.9,,,,,-47453,-11856.5,,,,
2008.0,March,69631,17254.0,,,,,95134,23573.7,,,,,-25504,-6319.6,,,,
2008.0,February,60061,15116.2,,,,,82661,20804.4,,,,,-22601,-5688.2,,,,
2008.0,January,58624,14889.1,,,,,89947,22844.4,,,,,-31323,-7955.3,,,,
2007.0,December,57682,14625.5,,,,,79340,20116.9,,,,,-21658,-5491.4,,,,
2007.0,November,50910,12909.3,,,,,87171,22104.1,,,,,-36261,-9194.8,,,,
2007.0,October,57982,14674.7,,,,,86264,21832.6,,,,,-28282,-7157.8,,,,
2007.0,September,50512,12521.4,,,,,73489,18217.5,,,,,-22978,-5696.0,,,,
2007.0,August,51600,12640.6,,,,,83136,20365.9,,,,,-31536,-7725.3,,,,
2007.0,July,50571,12513.3,,,,,85389,21128.6,,,,,-34818,-8615.3,,,,
2007.0,June,49340,12101.0,,,,,81612,20016.0,,,,,-32272,-7915.0,,,,
2007.0,May,50796,12455.7,,,,,86251,21149.5,,,,,-35455,-8693.8,,,,
2007.0,April,47741,11326.8,,,,,77429,18370.6,,,,,-29688,-7043.8,,,,
2007.0,March,56628,12862.4,,,,,75445,17136.6,,,,,-18817,-4274.2,,,,
2007.0,February,46636,10561.2,,,,,63962,14484.7,,,,,-17326,-3923.5,,,,
2007.0,January,48619,10967.0,,,,,64047,14446.9,,,,,-15428,-3479.9,,,,
2006.0,December,48360,10834.5,,,,,69986,15679.6,,,,,-21626,-4845.1,,,,
2006.0,November,44758,9979.4,,,,,73471,16381.2,,,,,-28713,-6401.8,,,,
2006.0,October,45143,9928.6,,,,,79625,17512.4,,,,,-34482,-7583.8,,,,
2006.0,September,49609,10756.9,,,,,80020,17351.1,,,,,-30411,-6594.2,,,,
2006.0,August,50118,10769.5,,,,,71326,15326.7,,,,,-21208,-4557.2,,,,
2006.0,July,49244,10600.1,,,,,69616,14985.4,,,,,-20372,-4385.3,,,,
2006.0,June,47990,10420.0,,,,,66321,14400.1,,,,,-18331,-3980.1,,,,
2006.0,May,45905,10109.7,,,,,68592,15106.0,,,,,-22687,-4996.3,,,,
2006.0,April,38769,8625.0,,,,,58095,12924.5,,,,,-19326,-4299.5,,,,
2006.0,March,51426,11561.0,,,,,63672,14314.0,,,,,-12246,-2753.0,,,,
2006.0,February,40141,9055.0,,,,,51136,11535.0,,,,,-10994,-2480.0,,,,
2006.0,January,40703,9168.0,,,,,57245,12894.0,,,,,-16542,-3726.0,,,,
2005.0,December,42151,9235.0,,,,,56547,12390.0,,,,,-14396,-3154.0,,,,
2005.0,November,33348,7293.0,,,,,51789,11326.0,,,,,-18441,-4033.0,,,,
2005.0,October,38643,8622.0,,,,,53256,11883.0,,,,,-14612,-3260.0,,,,
2005.0,September,37138,8457.0,,,,,56632,12896.0,,,,,-19494,-4439.0,,,,
2005.0,August,37392,8571.0,,,,,55665,12760.0,,,,,-18273,-4189.0,,,,
2005.0,July,32619,7492.0,,,,,50107,11509.0,,,,,-17488,-4017.0,,,,
2005.0,June,34402,7893.0,,,,,51440,11803.0,,,,,-17039,-3909.0,,,,
2005.0,May,34689,7977.0,,,,,57545,13232.0,,,,,-22856,-5255.0,,,,
2005.0,April,33595,7680.0,,,,,49586,11336.0,,,,,-15991,-3656.0,,,,
2005.0,March,44367,10155.0,,,,,54043,12369.0,,,,,-9676,-2215.0,,,,
2005.0,February,35147,8046.0,,,,,45238,10357.0,,,,,-10092,-2310.0,,,,
2005.0,January,35854,8194.0,,,,,48169,11009.0,,,,,-12315,-2815.0,,,,
2004.0,December,32354,7357.0,,,,,45989,10457.0,,,,,-13636,-3101.0,,,,
2004.0,November,31974,7086.0,,,,,42228,9358.0,,,,,-10254,-2272.0,,,,
2004.0,October,29846,6519.0,,,,,41155,8989.0,,,,,-11308,-2470.0,,,,
2004.0,September,31894,6919.0,,,,,43422,9420.0,,,,,-11528,-2501.0,,,,
2004.0,August,27726,5983.0,,,,,37684,8132.0,,,,,-9958,-2149.0,,,,
2004.0,July,26792,5819.0,,,,,36244,7872.0,,,,,-9453,-2053.0,,,,
2004.0,June,27614,6068.0,,,,,39669,8717.0,,,,,-12055,-2649.0,,,,
2004.0,May,26983,5963.0,,,,,36530,8073.0,,,,,-9547,-2110.0,,,,
2004.0,April,24791,5643.0,,,,,30695,6987.0,,,,,-5905,-1344.0,,,,
2004.0,March,35396,7863.0,,,,,36167,8034.0,,,,,-771,-171.0,,,,
2004.0,February,28188,6227.0,,,,,30982,6844.0,,,,,-2794,-617.0,,,,
2004.0,January,23711,5216.0,,,,,31354,6898.0,,,,,-7643,-1682.0,,,,
2003.0,December,27902,6120.0,,,,,33961,7450.0,,,,,-6059,-1329.0,,,,
2003.0,November,22315,4902.0,,,,,29441,6467.0,,,,,-7126,-1565.0,,,,
2003.0,October,25456,5609.0,,,,,31855,7019.0,,,,,-6400,-1410.0,,,,
2003.0,September,25129,5481.0,,,,,28908,6305.0,,,,,-3779,-824.0,,,,
2003.0,August,20744,4516.0,,,,,26572,5785.0,,,,,-5828,-1269.0,,,,
2003.0,July,21435,4637.0,,,,,26739,5784.0,,,,,-5304,-1147.0,,,,
2003.0,June,20543,4398.0,,,,,26750,5727.0,,,,,-6207,-1329.0,,,,
2003.0,May,22111,4696.0,,,,,29072,6175.0,,,,,-6961,-1479.0,,,,
2003.0,April,20438,4314.0,,,,,27309,5764.0,,,,,-6870,-1450.0,,,,
2003.0,March,24541,5151.0,,,,,28062,5891.0,,,,,-3521,-739.0,,,,
2003.0,February,20459,4286.0,,,,,22106,4631.0,,,,,-1646,-345.0,,,,
2003.0,January,23246,4850.0,,,,,26703,5571.0,,,,,-3457,-721.0,,,,
2002.0,December,19184,3985.0,,,,,23935,4972.0,,,,,-4752,-987.0,,,,
2002.0,November,19537,4049.0,,,,,24473,5072.0,,,,,-4935,-1023.0,,,,
2002.0,October,22987,4752.0,,,,,27055,5593.0,,,,,-4067,-841.0,,,,
2002.0,September,21723,4484.0,,,,,24635,5086.0,,,,,-2913,-601.0,,,,
2002.0,August,21970,4522.0,,,,,23619,4861.0,,,,,-1649,-339.0,,,,
2002.0,July,22350,4583.0,,,,,23765,4874.0,,,,,-1416,-290.0,,,,
2002.0,June,19407,3963.0,,,,,20814,4251.0,,,,,-1407,-287.0,,,,
2002.0,May,19992,4080.0,,,,,25385,5181.0,,,,,-5393,-1101.0,,,,
2002.0,April,19740,4035.0,,,,,20581,4207.0,,,,,-841,-172.0,,,,
2002.0,March,20182,4141.0,,,,,21605,4433.0,,,,,-1423,-292.0,,,,
2002.0,February,17212,3535.0,,,,,18300,3759.0,,,,,-1089,-224.0,,,,
2002.0,January,20555,4253.0,,,,,20505,4243.0,,,,,49,10.0,,,,
2001.0,December,15574,3250.0,,,,,19544,4079.0,,,,,-3969,-828.0,,,,
2001.0,November,17165,3576.0,,,,,19956,4158.0,,,,,-2791,-582.0,,,,
2001.0,October,17853,3718.0,,,,,19653,4093.0,,,,,-1800,-375.0,,,,
2001.0,September,17637,3702.0,,,,,18591,3902.0,,,,,-953,-200.0,,,,
2001.0,August,17186,3647.0,,,,,20605,4372.0,,,,,-3419,-726.0,,,,
2001.0,July,16181,3433.0,,,,,23204,4923.0,,,,,-7023,-1490.0,,,,
2001.0,June,16979,3612.0,,,,,18883,4017.0,,,,,-1970,-405.0,,,,
2001.0,May,17029,3629.0,,,,,21932,4674.0,,,,,-4903,-1045.0,,,,
2001.0,April,14573,3115.0,,,,,19153,4094.0,,,,,-4580,-979.0,,,,
2001.0,March,20089,4309.0,,,,,21563,4625.0,,,,,-1474,-316.0,,,,
2001.0,February,17186,3695.0,,,,,16081,3457.0,,,,,1106,238.0,,,,
2001.0,January,17064,3666.0,,,,,18648,4007.0,,,,,-1584,-340.0,,,,
2000.0,December,17098,3657.0,,,,,18587,3976.0,,,,,-1489,-319.0,,,,
2000.0,November,16857,3604.0,,,,,21975,4698.0,,,,,-5118,-1094.0,,,,
2000.0,October,17235,3719.0,,,,,19761,4264.0,,,,,-2526,-545.0,,,,
2000.0,September,17658,3848.0,,,,,19499,4249.0,,,,,-1841,-401.0,,,,
2000.0,August,16762,3670.0,,,,,18240,3993.0,,,,,-1478,-324.0,,,,
2000.0,July,15791,3526.0,,,,,20092,4487.0,,,,,-4301,-961.0,,,,
2000.0,June,15440,3455.0,,,,,17999,4028.0,,,,,-2559,-573.0,,,,
2000.0,May,15732,3577.0,,,,,19223,4371.0,,,,,-3491,-794.0,,,,
2000.0,April,14444,3310.0,,,,,19206,4401.0,,,,,-4762,-1091.0,,,,
2000.0,March,16823,3860.0,,,,,21233,4871.0,,,,,-4409,-1012.0,,,,
2000.0,February,14846,3404.0,,,,,18947,4344.0,,,,,-4101,-940.0,,,,
2000.0,January,11966,2748.0,,,,,16894,3879.0,,,,,-4928,-1132.0,,,,
1999.0,December,13341,3068.0,,,,,20070,4615.0,,,,,-6729,-1548.0,,,,
1999.0,November,12743,2937.0,,,,,17865,4117.0,,,,,-5122,-1180.0,,,,
1999.0,October,13635,3138.0,,,,,18020,4147.0,,,,,-4385,-1009.0,,,,
1999.0,September,13799,3170.0,,,,,20151,4629.0,,,,,-6352,-1459.0,,,,
1999.0,August,13772,3169.0,,,,,18145,4175.0,,,,,-4373,-1006.0,,,,
1999.0,July,13602,3143.0,,,,,18209,4207.0,,,,,-4607,-1064.0,,,,
1999.0,June,11923,2764.0,,,,,15842,3673.0,,,,,-3919,-909.0,,,,
1999.0,May,11428,2672.0,,,,,15641,3657.0,,,,,-4213,-985.0,,,,
1999.0,April,11683,2735.0,,,,,14220,3328.0,,,,,-2537,-594.0,,,,
1999.0,March,13914,3278.0,,,,,15676,3693.0,,,,,-1763,-415.0,,,,
1999.0,February,12118,2854.0,,,,,13937,3282.0,,,,,-1819,-428.0,,,,
1999.0,January,11658,2743.0,,,,,14642,3445.0,,,,,-2985,-702.0,,,,
1998.0,December,11857,2786.0,,,,,15034,3533.0,,,,,-3177,-747.0,,,,
1998.0,November,11760,2775.0,,,,,14767,3484.0,,,,,-3007,-710.0,,,,
1998.0,October,11045,2609.0,,,,,14584,3445.0,,,,,-3539,-836.0,,,,
1998.0,September,11367,2673.0,,,,,15699,3692.0,,,,,-4332,-1019.0,,,,
1998.0,August,12764,2985.0,,,,,14578,3410.0,,,,,-1814,-424.0,,,,
1998.0,July,11822,2781.0,,,,,16673,3922.0,,,,,-4851,-1141.0,,,,
1998.0,June,10498,2485.0,,,,,13356,3162.0,,,,,-2858,-677.0,,,,
1998.0,May,10189,2518.0,,,,,15168,3748.0,,,,,-4979,-1230.0,,,,
1998.0,April,10763,2714.0,,,,,14218,3585.0,,,,,-3455,-871.0,,,,
1998.0,March,12801,3241.0,,,,,14677,3716.0,,,,,-1875,-475.0,,,,
1998.0,February,11448,2944.0,,,,,14400,3703.0,,,,,-2951,-759.0,,,,
1998.0,January,11616,2949.0,,,,,14078,3575.0,,,,,-2462,-625.0,,,,
1997.0,December,11423,2913.0,,,,,14575,3717.0,,,,,-3153,-804.0,,,,
1997.0,November,9680,2600.0,,,,,12285,3299.0,,,,,-2605,-700.0,,,,
1997.0,October,10920,3014.0,,,,,12989,3586.0,,,,,-2069,-571.0,,,,
1997.0,September,10955,3007.0,,,,,11566,3175.0,,,,,-611,-168.0,,,,
1997.0,August,10125,2819.0,,,,,10991,3060.0,,,,,-866,-241.0,,,,
1997.0,July,10677,2988.0,,,,,12699,3553.0,,,,,-2022,-566.0,,,,
1997.0,June,10116,2825.0,,,,,11984,3347.0,,,,,-1868,-522.0,,,,
1997.0,May,10905,3045.0,,,,,12547,3503.0,,,,,-1642,-459.0,,,,
1997.0,April,9437,2635.0,,,,,11388,3180.0,,,,,-1952,-545.0,,,,
1997.0,March,12433,3466.0,,,,,12785,3564.0,,,,,-352,-98.0,,,,
1997.0,February,9853,2745.0,,,,,12813,3570.0,,,,,-2960,-825.0,,,,
1997.0,January,10549,2941.0,,,,,13923,3882.0,,,,,-3374,-941.0,,,,
1996.0,December,10049,2804.0,,,,,11689,3262.0,,,,,-1640,-458.0,,,,
1996.0,November,9007,2520.0,,,,,12235,3424.0,,,,,-3228,-903.0,,,,
1996.0,October,9499,2665.0,,,,,11506,3228.0,,,,,-2007,-563.0,,,,
1996.0,September,9460,2648.0,,,,,10573,2959.0,,,,,-1114,-312.0,,,,
1996.0,August,9631,2698.0,,,,,10789,3023.0,,,,,-1158,-324.0,,,,
1996.0,July,9548,2689.0,,,,,10429,2937.0,,,,,-881,-248.0,,,,
1996.0,June,9220,2636.0,,,,,10031,2868.0,,,,,-811,-232.0,,,,
1996.0,May,9613,2746.0,,,,,11721,3348.0,,,,,-2108,-602.0,,,,
1996.0,April,9956,2908.0,,,,,10426,3045.0,,,,,-470,-137.0,,,,
1996.0,March,11910,3463.0,,,,,11969,3480.0,,,,,-59,-17.0,,,,
1996.0,February,9773,2668.0,,,,,10850,2962.0,,,,,-1077,-294.0,,,,
1996.0,January,9526,2665.0,,,,,12187,3410.0,,,,,-2662,-745.0,,,,
1995.0,December,10275,2939.0,,,,,10979,3141.0,,,,,-704,-201.0,,,,
1995.0,November,9275,2670.0,,,,,11389,3278.0,,,,,-2114,-609.0,,,,
1995.0,October,8675,2512.0,,,,,9707,2811.0,,,,,-1032,-299.0,,,,
1995.0,September,7957,2396.0,,,,,10052,3027.0,,,,,-2095,-631.0,,,,
1995.0,August,8135,2576.0,,,,,9586,3035.0,,,,,-1451,-460.0,,,,
1995.0,July,7890,2514.0,,,,,9682,3086.0,,,,,-1792,-571.0,,,,
1995.0,June,7594,2418.0,,,,,9052,2883.0,,,,,-1458,-464.0,,,,
1995.0,May,7511,2391.0,,,,,9475,3016.0,,,,,-1965,-625.0,,,,
1995.0,April,7833,2494.0,,,,,7750,2467.0,,,,,83,27.0,,,,
1995.0,March,9559,3020.0,,,,,9535,3012.0,,,,,24,8.0,,,,
1995.0,February,7388,2355.0,,,,,8099,2581.0,,,,,-711,-226.0,,,,
1995.0,January,7363,2347.0,,,,,7442,2372.0,,,,,-80,-25.0,,,,
1994.0,December,7384,2352.0,,,,,8415,2681.0,,,,,-1032,-329.0,,,,
1994.0,November,6517,2076.0,,,,,7547,2404.0,,,,,-1030,-328.0,,,,
1994.0,October,7113,2267.0,,,,,8227,2622.0,,,,,-1114,-355.0,,,,
1994.0,September,6645,2118.0,,,,,7653,2440.0,,,,,-1008,-321.0,,,,
1994.0,August,6810,2171.0,,,,,7287,2323.0,,,,,-477,-152.0,,,,
1994.0,July,5970,1903.0,,,,,6900,2199.0,,,,,-930,-296.0,,,,
1994.0,June,5798,1848.0,,,,,6409,2043.0,,,,,-611,-195.0,,,,
1994.0,May,5760,1836.0,,,,,6104,1946.0,,,,,-344,-110.0,,,,
1994.0,April,6368,2030.0,,,,,6352,2025.0,,,,,15,5.0,,,,
1994.0,March,7179,2288.0,,,,,7553,2407.0,,,,,-374,-119.0,,,,
1994.0,February,6415,2045.0,,,,,5879,1874.0,,,,,536,171.0,,,,
1994.0,January,6545,2087.0,,,,,5891,1878.0,,,,,654,209.0,,,,
1993.0,December,6027,1921.0,,,,,7075,2255.0,,,,,-1048,-334.0,,,,
1993.0,November,5276,1682.0,,,,,5790,1846.0,,,,,-515,-164.0,,,,
1993.0,October,5633,1796.0,,,,,5803,1850.0,,,,,-171,-54.0,,,,
1993.0,September,5205,1659.0,,,,,5975,1905.0,,,,,-770,-245.0,,,,
1993.0,August,5458,1740.0,,,,,5800,1849.0,,,,,-341,-109.0,,,,
1993.0,July,5767,1839.0,,,,,6190,1973.0,,,,,-422,-135.0,,,,
1993.0,June,5331,1697.0,,,,,6213,1978.0,,,,,-882,-281.0,,,,
1993.0,May,5299,1691.0,,,,,5466,1745.0,,,,,-168,-54.0,,,,
1993.0,April,5616,1794.0,,,,,5467,1746.0,,,,,149,48.0,,,,
1993.0,March,6224,1974.0,,,,,5493,1743.0,,,,,730,232.0,,,,
1993.0,February,5310,1766.0,,,,,5516,1834.0,,,,,-206,-68.0,,,,
1993.0,January,4544,1566.0,,,,,4659,1606.0,,,,,-115,-40.0,,,,
1992.0,December,4274,1480.0,,,,,5542,1919.0,,,,,-1268,-439.0,,,,
1992.0,November,4310,1517.0,,,,,5294,1864.0,,,,,-983,-346.0,,,,
1992.0,October,4449,1567.0,,,,,4773,1682.0,,,,,-324,-114.0,,,,
1992.0,September,4323,1523.0,,,,,5406,1904.0,,,,,-1083,-381.0,,,,
1992.0,August,4519,1591.0,,,,,4933,1736.0,,,,,-414,-146.0,,,,
1992.0,July,4052,1421.0,,,,,5647,1981.0,,,,,-1595,-559.0,,,,
1992.0,June,3887,1364.0,,,,,5717,2006.0,,,,,-1830,-642.0,,,,
1992.0,May,3789,1327.0,,,,,5224,1829.0,,,,,-1435,-502.0,,,,
1992.0,April,4009,1387.0,,,,,5173,1789.0,,,,,-1164,-403.0,,,,
1992.0,March,4822,1720.0,,,,,4690,1673.0,,,,,132,47.0,,,,
1992.0,February,3938,1520.0,,,,,4379,1691.0,,,,,-441,-170.0,,,,
1992.0,January,4500,1732.0,,,,,4338,1669.0,,,,,162,62.0,,,,
1991.0,December,4117,1591.0,,,,,4799,1855.0,,,,,-683,-264.0,,,,
1991.0,November,3670,1420.0,,,,,3996,1546.0,,,,,-325,-126.0,,,,
1991.0,October,3668,1421.0,,,,,4338,1681.0,,,,,-670,-260.0,,,,
1991.0,September,3931,1518.0,,,,,4083,1577.0,,,,,-152,-59.0,,,,
1991.0,August,3645,1422.0,,,,,3927,1532.0,,,,,-281,-110.0,,,,
1991.0,July,3376,1326.0,,,,,3391,1332.0,,,,,-15,-6.0,,,,
1991.0,June,2666,1269.0,,,,,3615,1721.0,,,,,-950,-452.0,,,,
1991.0,May,2732,1330.0,,,,,3224,1570.0,,,,,-492,-240.0,,,,
1991.0,April,2977,1501.0,,,,,3072,1548.0,,,,,-94,-48.0,,,,
1991.0,March,3439,1791.0,,,,,3714,1934.0,,,,,-275,-143.0,,,,
1991.0,February,2866,1519.0,,,,,3657,1938.0,,,,,-791,-419.0,,,,
1991.0,January,3036,1660.0,,,,,4123,2254.0,,,,,-1086,-594.0,,,,
1990.0,December,2920,1613.0,,,,,4143,2289.0,,,,,-1223,-676.0,,,,
1990.0,November,2632,1456.0,,,,,4472,2474.0,,,,,-1840,-1018.0,,,,
1990.0,October,2559,1414.0,,,,,3738,2066.0,,,,,-1180,-652.0,,,,
1990.0,September,2582,1447.0,,,,,3825,2144.0,,,,,-1243,-697.0,,,,
1990.0,August,2583,1484.0,,,,,3223,1852.0,,,,,-640,-368.0,,,,
1990.0,July,2556,1471.0,,,,,3058,1760.0,,,,,-502,-289.0,,,,
